id,text,label,explanation
5276,@user_abc ma digli di non romperti le balle a quel culattone,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"" in modo dispregiativo."
5277,"Comunicato ai sudditi: questa mattina presso la spiaggetta di Bellisassi sul fiume Busone un gruppo di bagnanti ha avvistato #UFO. Il geometra Piettini ha dichiarato di aver visto gli alieni, di forma umanoide, uscire dal velivolo per rincorrere una donna in costume. [URL]",0,
5278,incredibile come se non sei tu a cercare le persone queste non ti caghino nel modo più assoluto,0,
5279,"@user_abcdefghij Tu non sei una monella, sei una gran troia succhiacazzi... A proposito, questo che stai ciucciando è davvero un gran bel cazzo...",0,
5280,"Che città demmerda è diventata Casteddu Cagliari, pestato e investito con l'auto perché gay: la violenza a Sant'Elia [URL]",0,
5281,@user_abcdefg ARRIVABENE è un culattone raccomandato.,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"" in modo dispregiativo per insultare una persona."
5282,"La @user_abcde @user è in mano a #CeferinOut e tiene COMPORTAMENTI PALESEMENTE PARZIALI A VANTAGGIO DI QUESTI, i cui proprietari sono culo e camicia con costui. Sono comportamenti tipici da tiranni. Ma un Gavrilo Princip che si è rotto il cazzo non si trova?",0,
5283,No mi dispiace la parola giusta è culattone [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""culattone"", riferito a persone omosessuali."
5284,"@user_abc Pregliasco, con affetto: te ne devi andare a fare in culo, hai rotto 5 quarti di minchia. Mi scusino i fini.",0,
5285,"Camionista, culattone, biadesivo...cazz signific biadesivo [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", un insulto omofobico, per denigrare."
5286,bastaa perche ci provano le tipe con meee sono ricchione levateviiiii,0,
5287,#Pillon Parla solo ed esclusivamente di Gay e cose Gaye e roba Gay . In bocca ha solo Gay Gay Gay ... è un ossessione . Di solito a quelli che piace la Patacca non parlano ti Gay tutto il giorno,0,
5288,@user_abcdefghi @user_abcd Si spero che il nonno visto il culattone di Giorgino....tiri fuori dal cilindro qualcosa...e ora raschiare barile e tanta fotta,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in riferimento a una persona, in modo dispregiativo."
5289,"@user_abcd Una lesbica e un ricchione, impossibile",1,"Il tweet contiene odio omotransfobico perché utilizza i termini ""lesbica"" e ""ricchione"" in modo dispregiativo, suggerendo che la combinazione di queste identità sia ""impossibile""."
5290,RT @user_abcdefgh @user_abcde @user_abcdef Quanto invidio il suo harem di travioni thailandesi,1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""travioni"" in riferimento a persone transgender, implicando un'oggettivazione e una derisione della loro identità."
5291,@user_abc Il solito maschio bianco etero con la cultura dello stupro. Non poteva chiederlo ad un femminiello? E che cavolo.,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo dispregiativo, implicando che la persona non sia adatta a svolgere un compito a causa del suo genere o della sua espressione di genere."
5292,"@user_abcdef In poche parole sta dicendo che torna , li piglia per il culo ancora un anno e poi se ne va 😂😂😂😂, l’ho sempre detto che senza il 🎪 inda non si vive 😂😂😂",0,
5293,@user_abcdefg @user_abcdefgh @user_abcde Io preferisco fidarmi da chi non nasconde il suo volto ma come sempre la gente che pensa di fare il “culattone” col le terga dell’altro abbonda ¯\_(ツ)_/¯,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo dispregiativo, associandolo a un comportamento negativo e criticabile."
5294,@user_abc @user_abcdefghi Come si dice? Fare il culattone col culo degli altri?,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo dispregiativo e offensivo, insinuando un comportamento manipolatorio e sfruttatorio legato all'orientamento sessuale."
5295,"È il momento giusto. Rimasti in disparte a seguito della tragica,per loro,conquista della Conference celebrata con frasi di rito e finto gaudio, visto che i romanari hanno ricominciato con calciomercato e stronzate varie, il cerchio dal culo rotto ha ricominciato a sparlà di Roma",1,"Il tweet contiene odio omotransfobico perché utilizza l'espressione ""cerchio dal culo rotto"" con intento dispregiativo verso i tifosi di un'altra squadra, insinuando un'associazione negativa con l'omosessualità."
5296,checca culattone camionista biadesivo tutto questo mondo qua [URL],1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo dispregiativo ""checca"" e altri termini offensivi (""culattone, biadesivo"") per insultare e denigrare le persone LGBTQIA+."
5297,@user_abcdefgh mamma mia culattone mi descrive così bene 🥰🥰,0,
5298,"@user_abcde ""culattone effeminato NO la parola giusta è FROCIOOO""",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""frocio"" in tono dispregiativo come ""parola giusta"" al posto di altri termini."
5299,@user_abc culattone non me lo avevano mai detto,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"", che è un termine dispregiativo nei confronti delle persone omosessuali."
5300,Er ciclo vitale der culattone de dove? #reazioneacatena,1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""culattone"" per riferirsi a una persona omosessuale."
5301,"@user_abc Perché se scopa il silvio o briatore , ə come se scopassi anch’io, lo pensa il ciglione culattone",1,"Il tweet contiene odio omotransfobico perché usa il termine ""culattone"", un insulto omofobico, per descrivere una persona."
5302,@user_abcdef Qui invece Te ne intendi di rotto in culo #cupio 🤣 ammazzati sfigato va,0,
5303,"GIOELE MAGALDI, TE L'ABBIAMO FICCATO E TI ABBIAM FATTO FELICE, FOSSE PER TE, PRENDERESTI PURE I PALI DELLA LUCE, NELL'ANO: TI PIACE, MM, SE TI PIACE! FEMMINIELLO GIOELE MAGALDI, A ROMA #GUALTIERI SINDACO! L'ASSESSORATO ALLA CUL-TURA NON L'HAI, MA HAI 1 CUL-ACCESSORIATO CON FALLI! [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza ripetutamente insulti e allusioni sessuali omofobe (femminiello, riferimenti espliciti all'ano e ai rapporti omosessuali) per denigrare la persona di Gioele Magaldi."
5304,"@user_abcdefgh Dato che i bigotti sono il rovescio della medaglia delle troie e dei rottinculo, sono nati prima gli uni o gli altri? Poi, spesso e volentieri, le categorie si confondono tra loro: ecco tu, secondo me, sei uno di questi.",1,"Il tweet contiene odio omotransfobico perché utilizza termini dispregiativi come ""rottinculo"" riferito a categorie di persone, implicando un giudizio negativo e offensivo."
5305,"@user_abcdef ormai è come se fossero cultura, quindi spero che si caghino addosso se faranno la scelta sbagliata",0,
5306,Prima li chiamavano femminielli mo bell e buon femboys,0,
5307,Non rompere le balle culattone che non sei altro [URL],1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""culattone"", un termine dispregiativo a sfondo sessuale usato per offendere e denigrare persone omosessuali."
5308,Il computer che mi fa crashare il render per 3 volte di fila ha chiaramente detto “culattone di merda tu oggi devi smadonnare” [URL],1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""culattone di merda"" in modo dispregiativo."
5309,checca è consapevole di essere ad un passo dal farmi infuriare [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca"", un appellativo dispregiativo e offensivo nei confronti di persone LGBTQIA+, in un contesto di potenziale rabbia, suggerendo che l'orientamento sessuale o l'identità di genere della persona sia una ragione di irritazione."
5310,"@user_ Se gli piaceva tanto la famiglia, perché non si è sposato? Com'è bello fare il femminiello col cu.o degli altri.",1,"Il tweet contiene odio omotransfobico perché usa il termine dispregiativo ""femminiello"" in riferimento all'orientamento sessuale di qualcuno, insinuando che la sua scelta di non sposarsi sia ipocrita e irrispettosa."
5311,Il vescovo di Verona contro il candidato della Sinistra Tommasi non votarlo perché a favore dei gay e trasgender. Campagna elettorale per la Destra.,0,
5312,"Strano che siano solo femminielli con gozzo, e non solo, ben abbozzato a volersi confrontare con DONNE, vere Donne, in sport in cui la fisicità fa la differenza. [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""femminielli"" e suggerisce che le persone transgender (o percepite come tali) non dovrebbero competere con ""vere Donne"" in sport basati sulla fisicità, esprimendo un'opinione transfobica e discriminatoria."
5313,"È ciò che si evince da un’indagine portata avanti dall’organizzazione #DentsuItalia, che segnala anche come gli autori di questi insulti sono per il 60% uomini e che le espressioni di odio maggiormente utilizzate sono: frocio 63%, ricchione 17%, checca 14% e culattone 3%.",0,
5314,"@user_abcd legittimo e in fin dei conti anche personale, ma l’idea che un culattone nel suo essere minoranza si senta superiore e/o disturbato da una persona queer o con un aspetto non conforme al concetto patriarcale (e ovviamente c@pitalista) di genere mi fa troppo incazzare.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""culattone"" per riferirsi a una persona omosessuale."
5315,"PERCIO' SOLO UNA VIA E' PRATICABILE E NON DIFFICILE, MAH..GLI ITALIANI DOPO GLI INSEGNAMENTI AMERICANI, ISRAELIANI E DELLA UE, SON DIVENTATI TUTTI ""FEMMINIELLI"" E LE ITALIANE GROSSA PARTE TUTTI MASCHIETTI, MA SENZA PALLE. DICEVO PERCIO' SOLO UNA VIA RIVOLUZIONE! [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminielli"" in modo dispregiativo, associandolo a un'immagine negativa e di debolezza degli italiani, e implica che le donne italiane stiano diventando ""maschietti"" ma ""senza palle"", denigrando sia l'identità di genere che l'orientamento sessuale."
5316,"@user_abcde Ricchione,cartonato,e testa di cazzo…bloccato",1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"", un termine dispregiativo e offensivo nei confronti delle persone omosessuali."
5317,"@user_abcdef E si tu invece sei un femminiello vero? O una bella donna alla guida del PD fatela finita! Ipocriti, infami bugiardi impiastri",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo dispregiativo, insinuando che sia qualcosa di negativo o incompatibile con il ruolo politico ricoperto."
5318,immagina andare a un concerto di ariete e dire ai tuoi che sei ricchione doppia L x i tuoi [URL],1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"", termine dispregiativo nei confronti di persone omosessuali, in un contesto che implica imbarazzo o vergogna. L'espressione ""doppia L"" potrebbe essere un'intensificazione dell'insulto."
5319,"@user_abcdefgh @user_abcdef ci hai provato, ma sappiamo tutti di chi parlavo, culattone che non sei altro",1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"", un termine dispregiativo e offensivo nei confronti degli omosessuali."
5320,ricchione nel suo caso vuol dire che ha anche delle orecchie enormi [URL],1,"Il tweet contiene odio omotransfobico perché usa l'appellativo ""ricchione"" in modo dispregiativo, associandolo a un difetto fisico (orecchie enormi) per insultare."
5321,RT @user_abcde Andate a fare in culo. Dovete fallire. Vi odio. Ci avete rotto il cazzo. Ridateci Bernie.,0,
5322,"@user_abcdefghi @user_abcdefghi Ma vaffanculo ricchione di sta fava AHAH You're definitely trolling, infatti sei un rottinculo",1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""ricchione"" in modo dispregiativo."
5323,"@user_abcd @user_abcd @user_abcdefgh No, ho capito benissimo italiano di merda. Parlavi della “ricchissima” Europa. Qui in Francia abbiamo mandato Macron all’opposizione, visto che con le vostre guerre perse e l’inflazione non si arriva a fine mesi. Europeisti cazzoni, succhiacazzi di Draghi, lo strozzino Made in UE",0,
5324,"Ecco #DiMaio Sarà coerente con quanto detto o sarà un altro chiacchierone col culo incollato alla poltrona ? Sarà uomo, mezz’uomo,ominicchio, piglianculo o quaquaraquà? [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""piglianculo"" in modo dispregiativo, insinuando una connotazione negativa legata all'omosessualità per screditare la figura politica di Di Maio."
5325,"@user_abc @user_abcdefgh @user_abcdefg Se castrato probabilmente è il femminiello dei randagi del quartiere, per quello sospetto anocontusione e conseguente vaiolo delle scimmie anche se vista le ridotte difese immunitarie potrebbero essere effettivamente entrambi #LockdownSubito",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in maniera dispregiativa e associandolo a immagini negative come il vaiolo delle scimmie e le ridotte difese immunitarie, implicando un'inferiorità e un'associazione a malattie."
5326,Finalmente un modello che non ha la faccia da culattone. [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo dispregiativo per descrivere negativamente l'aspetto di un modello."
5327,@user_ab ma che si caghino addosso no era cattiva sh,0,
5328,"@user_abcdefg Non ti ho dato del culattone, ma del ""culattacchione"" in senso amichevole👍 Ho molti amici ghei tra cui @user_abcdefg Chi mi conosce sa benissimo che non sono omofobo👍",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattacchione"", una variante peggiorativa e dispregiativa del termine ""culattone"", e tenta di giustificarne l'uso con un'asserzione di amicizia e non-omofobia, che non ne elimina la connotazione offensiva."
5329,"Sceneggiatura cinematografica noir : Ciro Adinolfi 27enne "" Femminiello "" in arte : "" Mia "" si prostituisce tra i vicoli della Sanita' a Napoli lo fa per vivere,ha sua madre su una sedia a rotelle disabile,tra i suoi clienti c'è anche un boss di Scampia soprannominato Don Gennaro [URL]",0,
5330,@user_abcdefg Sei sei ricchione Lukaku. Ma che cazzo di domanda fai?,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in modo offensivo e dispregiativo."
5331,@user_abcdef SERVI SCHIAVI VENDUTI CORROTTI BOCCHINARI ROTTINCULO!!!!!!,1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""bocchinari"" in modo dispregiativo e offensivo."
5332,"@user_abcdef Questo della checca isterica mi ha sempre fatto scompisciar dal ridere. Ha un suono quasi amorevole, giocoso, sa di vecchia aia di campagna, con galline che coccodettano, tacchini che glugluttano, conigli che pruprutano, di odor di fieno appena colto, di cacche di mucca ... Ops.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca"" in maniera dispregiativa, associandolo a caratteristiche negative e ridicolizzanti come ""isterica"" e paragonandolo a suoni e odori sgradevoli."
5333,non in palestra i palestrati che parlano di cosa è ricchione e cosa no con me di fianco,0,
5334,"@user_abcde è sicuramente molto "" frocia "" chi gli ha affibiato quel moniker.",1,"Il tweet contiene odio omotransfobico perché usa il termine ""frocia"" in modo dispregiativo per descrivere o insultare una persona."
5335,@user_abcdefghij @user_abcdefghij Gaetano Paola Taverna ha le ⚽⚽ Mica è nu femminiello come #DiMaioTraditoreDelPopolo,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo dispregiativo, contrapponendolo all'immagine di virilità associata ai testicoli, implicando che essere ""femminiello"" sia qualcosa di negativo e inferiore."
5336,@user_abcdef Bello fare il buliccio con il culo degli altri.,0,
5337,quindi per strada posso essere chiamato frocio ricchione culattone ma non posso dire che una persona inventata come dio è un maiale? [URL],1,"Il tweet contiene odio omotransfobico perché riporta una serie di insulti omofobi (""frocio ricchione culattone"") che, anche se riportati per essere criticati, contribuiscono a perpetuarli e a dar loro visibilità."
5338,@user_abcdefgh Da me a Parma sui muri è pieno di scritte: “Lotta FROCIA”. L’Emilia Romagna è il male,1,"Il tweet contiene odio omotransfobico perché riporta la scritta ""Lotta FROCIA"", utilizzando un termine dispregiativo per riferirsi agli omosessuali e incitando implicitamente alla lotta contro di loro."
5339,ma non mi rompere le balle culattone che non sei altro.mp4 [URL],1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""culattone"", termine dispregiativo riferito all'orientamento sessuale."
5340,Diego Hargreeves sei un disgraziato maledetto ti odio dal profondo del cuore veramente non ci posso credere ma che scene sono Dio santo screanzato rottinculo,0,
5341,"SEMPLICEMENTE PERCHÈ È UN GAY, O MEGLIO UN FROCIO, O MEGLIO UN CULATTONE... [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza termini dispregiativi come ""frocio"" e ""culattone"" per riferirsi a una persona gay, amplificando l'insulto attraverso una scala peggiorativa."
5342,@user_abcdefghij Mi presento son l'orsetto ricchione 🎶🎶🎶,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in modo autoironico ma potenzialmente offensivo e stigmatizzante. Anche se usato in autoironia, può contribuire a normalizzare un termine dispregiativo."
5343,@user_abcdefgh Nn può nascere col quel nome: praticheranno quando eletti fanculo Italia! Sono infami piglianculo!Pensa a tanti grillini!Il colmo lo realizza Giggino assurto grazie al m5s a vicepresidente CM ministro degli Esteri e poi🖕+ ombrello a tutti e se ne va dove si mangia+e si ruba di +,1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""piglianculo"" in riferimento a figure politiche, denigrandole in base a un'accezione omofoba."
5344,"Che culo, in ufficio con il condizionatore rotto. Meglio di così che si può desiderare?",0,
5345,RT @user_abcdefghij @user_abcdefg @user_abcdefghi Non lo voglio a questo femminiello,1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""femminiello"" per riferirsi a una persona, implicando un giudizio negativo basato sull'identità di genere o sull'espressione di genere non conforme."
5346,Caro Pregliasco ...se vuoi guadagnare devi andare a lavorare ..l a v o r a re ...hai rotto i coglioni con i vaccini d’ora in avanti le siringhette te le devi devi mettere in culo. [URL],0,
5347,@user_abcdefg @user_abcdefg Io voglio la scissione di Napoli da parte dei femminielli.,0,
5348,@user_abcdefg vorresti dirmi che sei metà ricchione e metà no?,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo dispregiativo per interrogare l'identità sessuale di qualcuno."
5349,"I matrimoni gay sono diventati l'argine si femminicidi, la droga libera sconfigge la mafia, i clandestini ci pagheranno le pensioni, da bambini puoi decidere se essere maschio o femmina, questo è il paese che volete ??? [URL]",0,
5350,"L'UAAR partecipa ai Pride in mezza Italia, ma poi dà spazio e attenzione a R**** G******, che dedica interi segmenti dei suoi spettacoli ad attacchi transfobici🤡 Quanto ci vorrà a capire che ""noi siamo meglio di chi non è come noi"" non è proprio un gran base per un'associazione? [URL]",0,
5351,"@user_abcdefghi Il problema a Verona è il gender. Considerazioni level Sboarina: a sx un uomo seduto in maniera virile, a dx un ossessionato dal gender (vuoi represso, vuoi senza argomenti utili) seduto come un femminiello.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""femminiello"" per sminuire e deridere una persona sulla base del suo orientamento sessuale percepito e del suo modo di sedere."
5352,"@user_abcdef @user_abcde Il problema a Verona è il gender. Considerazioni level Sboarina: a sx un uomo seduto in maniera virile, a dx un ossessionato dal gender (vuoi represso, vuoi senza argomenti utili) seduto come un femminiello. [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo dispregiativo per sminuire e ridicolizzare una persona, associandola a una postura e a caratteristiche considerate non virili, implicando che ciò sia negativo o problematico."
5353,@user_abcd siamo in 2 non ci sta nulla di male nel dire io li seguo da poco nessuno le piglia pe culo anzi,0,
5354,ma a Bologna non esistono più gay e lesbiche sono tutti etero con pronomi #BolognaPride,0,
5355,Non parlerò a mezzo gay twitter per via del concerto della bastarda [URL],1,"Il tweet contiene odio omotransfobico perché utilizza l'espressione ""mezzo gay twitter"" in modo dispregiativo e generalizzante, associandola a un giudizio negativo (""concerto della bastarda"")."
5356,@user_abcdefghij Forse ha avuto qualche incidente in famiglia per sviluppare tale odio stolido e feroce. O è ricchione.,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo dispregiativo, come possibile causa di un comportamento negativo (""odio stolido e feroce"")."
5357,Fanculo Dolce & Gabbana non metto la roba frocia,1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""frocia"" in modo dispregiativo per descrivere la roba di Dolce & Gabbana, esprimendo quindi un pregiudizio verso l'omosessualità."
5358,PORCO DIO ROTTO IN CULO DAL PADRE DEL DIO CANE LA MADONNA PUTTANA LEI E LA SANTA VERGINE MARIA DIO PORCO [URL],0,
5359,"@user_abcde Napoli per esempio ha da sempre avuto la cultura dei femminielli tanto che essi hanno anche la propria madonna da venerare la madonna di montevergine o meglio mamma schiavona perché Bruna ,con tanto di processione detta juta re femminiell.",0,
5360,@user_abcdef Certo è un noto culattone @user_abcdefghij la carriera l‘ha fatta con Arpa testa bassa e culo alzato,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo dispregiativo per attaccare la persona a cui si riferisce. L'espressione ""testa bassa e culo alzato"" implica un'accusa di favoritismi ottenuti tramite rapporti sessuali, rafforzando il pregiudizio omofobico."
5361,@user_a LA GRANDE BURLA I prof spero si caghino il cazzo col caldo e col fatto che siamo letteralmente le ultime badya,0,
5362,"@user_abcdefghi Ti arrivano subito le denuncie delle cd femministe del merdapd, associazione puritani religiosi, associazione contro la mercificazione e sfruttamento del corpo femminile e l'associazione non toccate il femminiello...🤣🤣🤣",0,
5363,AVETE ROTTO IL CAZZO DI AVERE SEMPRE IL SUO NOME IN BOCCA ANCHE QUANDO NON FA NULLA. LASCIATELO STARE. ANDATE AL MARE O IN PISCINA. A LUI DELLE VOSTRE CRITICHE CI SI PULISCE IL CULO,0,
5364,"Poi amo, se hai qualcosa da dirmi, ripeto, esci le palle e scrivimi. Non fare la checca isterica nel tuo profilo. &lt;3",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca"" in modo dispregiativo per screditare il comportamento della persona a cui si rivolge."
5365,"@user_abcde È un ricchione! Quindi un.... ehm, non è una donna! Che schifo e che volgarità sti ibridi.",1,"Il tweet contiene odio omotransfobico perché usa il termine ""ricchione"" in modo dispregiativo per sminuire e insultare una persona, associandolo a qualcosa di ""schifoso"" e ""volgare""."
5366,will ovviamente perchè sono frocia [URL] [URL],0,
5367,RT @user_abcdefghijk Diciamo che lui ha le palle e tu sei una checca. #sburioni #sborone [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca"" in modo dispregiativo per sminuire una persona."
5368,@user_abcdefghi @user_abcdefgh @us Il governo che ci piglia per il culo? Che manda armi contro costituzione? Che manda sanzioni alla Russia che oltretutto ci rimbalzano sopra? Siamo nel 2022 la pace non si costruisce in questa maniera! Se siamo a questo punto è colpa anche dell'occidente e gli unici a morire sono,0,
5369,"Che rotto in culo che sei Piero… quanto ti vogliamo bene tu non lo puoi nemmeno immaginare. Soprattutto dopo Jonathan, Dalbert, Lazaro, ecc HB caro buon vecchio @user_abcdefghij 🥰🥳 (sappiamo che in realtà sei quello vero) [URL]",0,
5370,ma quanto devi essere stupido per provare derubare un travione ahahahha [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""travione"" in modo dispregiativo e derisorio, contribuendo a un clima di ostilità verso le persone transgender. L'aggiunta di ""ahahahha"" indica un tono di scherno."
5371,io aspettando che louis o harry si caghino la mia regione [URL],0,
5372,"@user_abcdefghi per me era un""femminiello"" anche se fuori zona..",0,
5373,@user_ab @user_abcd Ottimo. Ora manca il femminiello e siamo lanciati nel progresso.,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in tono dispregiativo e ironico per sminuire l'importanza del progresso sociale."
5374,"@user_abcdef Ma fanno così da anni Checca, probabilmente ci sarà stato qualcosa che noi non sappiamo, il fatto che Gazidis a novembre lasci dovrebbe essere più che un indizio.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""Checca"" in modo dispregiativo."
5375,@user_abcd @user_abcdef Perfetto! Potrei raccontare dei miei 5 anni da stagionale in estate in una fabbrica di conserve alimentari. Non mi va di dirlo altrimenti sembra una gara a chi si è rotto il culo di più. Dico solo che ho fatto desistere tutti i miei coetanei che volevano sacrificarsi l'estate lì,0,
5376,RT @user_abcdefghi Dire NEGRO DI MERDA o RICCHIONE DEL CAZZO non è né turpiloquio né ingiuria IO POSSO FARLO,1,"Il tweet contiene odio omotransfobico perché utilizza l'espressione ""ricchione del cazzo"", che è un insulto omofobico."
5377,"Adi, anche Dio fa campagna gender, non se ne può più. Sarà ricchione pure lui? Se è un lui [URL]",1,"Il tweet contiene odio omotransfobico perché usa il termine ""ricchione"" in modo dispregiativo e insinuante, collegandolo ironicamente a Dio e alla ""campagna gender"", sminuendo e deridendo le tematiche LGBTQIA+."
5378,"@user_abcd Delle donne non se ne frega nulla nessuno 😪 devono prima accadere disgrazie affinché ci caghino, altrimenti si gioca alla roulette russa: tanto può andar bene, quanto male. Non ho parole.",0,
5379,"@user_abcdefghij IL FEMMINIELLO NAPOLETANO INFAME TRADITORE,QUESTA MINKIA MOSCIA HA TRADITO MILIONI DI ITALIANI PER LA POLTRONA.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in maniera dispregiativa e offensiva, associandolo a tradimento e debolezza (""minkia moscia""). Il contesto suggerisce un intento denigratorio basato sull'identità di genere della persona."
5380,"@user_abcdefgh Io sono un trivaccinatoa,ora hanno veramente rotto i coglioni sti grandissimi coglioni,la quarta se la ficcano in culo",0,
5381,"@user_abcdefghij @user_abcdefghi La sora Checca, stasera, fa la pasta e fagioli",0,
5382,@user_ab Io lo dico da tempo che Tuchel è un culattone incapace,1,"Il tweet contiene odio omotransfobico perché utilizza l'insulto ""culattone"" in modo dispregiativo per offendere il soggetto."
5383,"Fanno crepare i vecchietti con tachipirina e vigile attesa. Scoprono che hanno ammazzato i loro elettori. Cercano di rimediare dando cittadinanza agli stranieri. Gli stranieri fanno un loro partito. Hanno la maggioranza. Tolgono diritto di voto a donne, gay ecc... Fine.",0,
5384,"@user_abcdef @user_abcdef 4) se un ragazzo desse un pugno in faccia ad una ragazza perché ha insultato uno con un ""checca di merda"" avrebbe non solo il mio appoggio ma anche la mia ammirazione.",1,"Il tweet contiene odio omotransfobico perché l'espressione ""checca di merda"" è un insulto omofobico e il tweet esprime approvazione e ammirazione per un'aggressione fisica motivata da tale insulto."
5385,Aspettando quel FEMMINIELLO SCURNACCHIATO SFACCIMM,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo dispregiativo, accostandolo a insulti volgari e degradanti."
5386,"Ma sì, ma sì, ci sono quei momenti in cui vorresti gente che te caga er cazzo sotto i tweet. Perchè ti va di discutere, sfogarti, ti va di piglià per il culo e farti piglià per il culo, ecc... Perchè preferiresti essere incazzato nero piuttosto che altro",0,
5387,"Parlami di israele se vuoi che ti ascolti seriamente, che le storielle son per femminielli. Parlamene sempre senza odio, senza razzismo o peggio antiebraismo e lo strillo, ma parlamene liberamente e sempre al bisogno, perche' son come tutto il resto dell'umanita'.Superiori a chi? [URL]",1,"Il tweet contiene odio omotransfobico perché usa il termine ""femminielli"" in modo dispregiativo, implicando che le loro storie siano meno serie o importanti."
5388,"Comunque la battuta sulla ""checca gay"" non ha mai fatto ridere anzi, ma poi se devi farci uno sketch su non su una categoria ma su una persona in particolare, piuttosto che sfotterne gli atteggiamenti come l'animale che sei sfottine il carattere, lì mi puoi trovare d'accordo",1,"Il tweet contiene odio omotransfobico perché utilizza il termine dispregiativo ""checca gay""."
5389,@user_abcdefg OH NO SEI PURE UNA BOYKISSER BIHET SUCCHIACAZZI CHE VERGOGNA,0,
5390,"@user_abcdefghij Io ho scritto un tweet mentre lo guardavo in diretta e fine, che ne sapevo che un quotidiano nazionale l'avrebbe pubblicato! Comunque l'offesa sta nell'usare ""ricchione"" come insulto, perché poi è quello che passa come una cosa giusta e normale.",0,
5391,"@user_abcd Penso sia una cosa tipica degli uomini, se ti fai foto di continuo probabilmente sei un po' ricchione",1,"Il tweet contiene odio omotransfobico perché utilizza l'appellativo ""ricchione"" in modo dispregiativo per insinuare che l'abitudine di farsi foto sia legata all'omosessualità, con una connotazione negativa."
5392,"#RadioDeejay, facendo riferimento a un famoso video di una coppia che litiga specificano che il ragazzo è schiaffeggiato da un “femminiello”. Ragazzi nel 2022 dover specificare che stiamo parlando di persone, che poi siano etero, gay, trans o si vestano da mucche, è svilente.",0,
5393,"@user_abcdef E soprattutto rottinculo,scusa il francesismo 😂",0,
